"date","region","death3","death_chr","death_comm","ons_death_carehome","ons_death_noncarehome","phe_admissions","phe_occupied_mv_beds","phe_patients","react_positive","react_samples","pillar2_positives_pcr_all_over25","pillar2_negatives_total_pcr_over25","n_symp_delta_variant","n_symp_non_delta_variant","ons_positive","ons_samples","icu","general","admitted","new","all_admission","death2","pillar2_positives_over25","pillar2_negatives_over25","pillar2_positives","pillar2_negatives","positives","negatives","positives_over25","pillar2_positives_pcr_all","pillar2_negatives_total_pcr","pillar2_positives_symp_pcr_only","pillar2_positives_symp_pcr_only_over25","n_delta_variant","n_non_delta_variant"
"2020-07-07","south_west",NA,NA,NA,NA,1,3,2,50,NA,NA,14,5593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-08","south_west",NA,NA,NA,1,NA,1,2,40,NA,NA,11,6194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-09","south_west",NA,NA,NA,NA,NA,5,2,44,0,393,10,5816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-10","south_west",1,NA,NA,NA,NA,6,2,36,NA,NA,9,4227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-11","south_west",NA,NA,NA,NA,NA,6,2,32,NA,NA,3,1532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-12","south_west",NA,NA,NA,NA,NA,2,2,32,NA,NA,3,1463,NA,NA,0,3910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-13","south_west",1,NA,NA,1,NA,6,2,33,NA,NA,9,5468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-14","south_west",NA,NA,NA,2,NA,5,1,29,NA,NA,11,7261,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-15","south_west",NA,NA,1,NA,2,5,1,28,NA,NA,10,6075,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-16","south_west",1,NA,NA,NA,NA,3,0,27,NA,NA,22,5867,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-17","south_west",NA,NA,NA,1,NA,7,0,26,NA,NA,8,4011,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-18","south_west",NA,1,NA,1,NA,2,0,34,NA,NA,12,1868,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-19","south_west",NA,1,NA,NA,NA,2,0,29,NA,NA,6,1890,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-20","south_west",NA,NA,NA,NA,NA,2,0,30,NA,NA,17,5306,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-21","south_west",NA,1,1,1,NA,1,1,29,NA,NA,26,6353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-22","south_west",NA,NA,NA,NA,NA,3,0,24,NA,NA,25,5986,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-23","south_west",NA,NA,NA,NA,NA,2,0,23,1,1715,28,5484,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-24","south_west",NA,NA,NA,NA,NA,0,1,21,NA,NA,21,4512,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-25","south_west",NA,NA,1,1,NA,5,1,20,NA,NA,11,2057,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-26","south_west",NA,NA,NA,NA,NA,3,1,22,NA,NA,14,1957,NA,NA,3,3808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-27","south_west",NA,NA,NA,NA,NA,6,1,26,NA,NA,22,5786,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-28","south_west",NA,NA,NA,NA,NA,2,2,24,NA,NA,23,6650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-29","south_west",NA,NA,NA,1,NA,3,0,24,NA,NA,39,6902,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-30","south_west",1,NA,NA,NA,NA,2,0,22,1,8153,47,6030,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-31","south_west",NA,NA,NA,NA,NA,4,0,22,NA,NA,22,4795,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-01","south_west",NA,NA,NA,NA,NA,1,0,21,NA,NA,4,2321,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-02","south_west",NA,NA,NA,NA,NA,4,0,23,NA,NA,5,2270,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-03","south_west",NA,NA,NA,NA,NA,4,0,23,NA,NA,33,7261,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-04","south_west",NA,1,NA,1,NA,4,0,23,NA,NA,42,8447,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-05","south_west",NA,NA,NA,NA,NA,1,0,26,NA,NA,37,8602,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-06","south_west",NA,NA,NA,NA,NA,3,0,22,1,5274,26,7672,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-07","south_west",NA,NA,NA,NA,NA,4,0,20,NA,NA,26,5355,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-08","south_west",NA,NA,NA,NA,NA,2,0,18,NA,NA,13,2784,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-09","south_west",NA,NA,NA,1,NA,0,0,19,NA,NA,12,2042,NA,NA,0,5003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-10","south_west",NA,NA,NA,NA,NA,4,0,20,NA,NA,26,7504,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-11","south_west",NA,NA,NA,1,NA,2,0,16,NA,NA,33,8811,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-12","south_west",NA,1,NA,1,NA,4,0,15,NA,NA,27,8382,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-13","south_west",NA,NA,NA,NA,1,1,0,15,0,519,45,8230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-14","south_west",1,NA,NA,1,NA,2,0,18,NA,NA,36,6320,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-15","south_west",NA,NA,NA,NA,NA,2,0,17,NA,NA,21,2785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-16","south_west",NA,NA,NA,NA,NA,2,1,24,NA,NA,22,2640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-17","south_west",2,NA,NA,NA,NA,3,1,19,NA,NA,29,8074,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-18","south_west",NA,NA,NA,NA,NA,5,1,19,NA,NA,43,9223,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-19","south_west",NA,NA,NA,NA,1,4,2,18,NA,NA,43,9944,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-20","south_west",NA,1,NA,NA,NA,5,1,18,0,1910,60,9205,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-21","south_west",NA,NA,NA,NA,NA,6,1,18,NA,NA,44,7502,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-22","south_west",NA,NA,1,NA,NA,1,1,22,NA,NA,22,3242,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-23","south_west",NA,1,NA,1,NA,1,2,20,NA,NA,17,2765,0,4,3,6308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-24","south_west",NA,NA,NA,NA,NA,2,2,18,NA,NA,34,7478,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-25","south_west",1,NA,NA,NA,NA,2,2,17,NA,NA,30,9976,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-26","south_west",NA,NA,NA,NA,NA,0,2,17,NA,NA,34,9949,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-27","south_west",1,NA,NA,NA,NA,2,2,15,4,6937,30,8612,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-28","south_west",NA,1,NA,1,NA,2,2,14,NA,NA,37,7611,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-29","south_west",NA,NA,NA,NA,NA,2,3,18,NA,NA,18,3467,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-30","south_west",NA,NA,NA,NA,NA,1,2,17,NA,NA,16,2828,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-31","south_west",NA,NA,NA,NA,NA,0,2,18,NA,NA,37,4948,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-01","south_west",NA,NA,NA,NA,NA,2,2,15,NA,NA,70,11410,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-02","south_west",NA,NA,NA,1,NA,4,2,13,NA,NA,93,12368,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-03","south_west",NA,NA,NA,NA,NA,1,2,12,4,5101,111,11131,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-04","south_west",NA,1,NA,1,1,1,1,12,NA,NA,89,9354,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-05","south_west",NA,NA,1,NA,NA,1,1,11,NA,NA,51,4018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-06","south_west",NA,NA,NA,NA,NA,2,1,14,NA,NA,52,2980,0,1,0,7772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-07","south_west",NA,NA,NA,NA,NA,2,1,14,NA,NA,60,10509,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-08","south_west",NA,NA,NA,1,NA,5,1,13,NA,NA,53,12170,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-09","south_west",NA,NA,NA,NA,NA,5,1,14,NA,NA,42,13541,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-10","south_west",NA,1,NA,1,NA,7,2,15,2,645,44,11629,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-11","south_west",NA,NA,NA,NA,NA,3,2,14,NA,NA,58,10029,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-12","south_west",NA,NA,NA,NA,NA,1,2,19,NA,NA,37,3359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-13","south_west",1,NA,1,1,NA,3,2,17,NA,NA,21,2435,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-14","south_west",NA,NA,NA,1,NA,0,1,17,NA,NA,56,8743,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-15","south_west",NA,2,NA,2,NA,4,1,15,NA,NA,46,11891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-16","south_west",NA,NA,NA,NA,NA,5,1,19,NA,NA,35,12847,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-17","south_west",NA,1,NA,1,NA,4,1,14,2,1834,60,11040,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-18","south_west",NA,1,NA,1,NA,4,2,16,NA,NA,65,9534,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-19","south_west",NA,NA,NA,NA,NA,7,1,20,NA,NA,89,3361,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-20","south_west",NA,1,NA,1,NA,8,1,25,NA,NA,81,3394,0,34,13,10714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-21","south_west",NA,NA,NA,NA,NA,8,1,29,NA,NA,97,9473,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-22","south_west",NA,NA,NA,NA,NA,8,2,34,NA,NA,88,12256,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-23","south_west",NA,1,NA,1,NA,6,2,38,NA,NA,95,13172,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-24","south_west",1,NA,1,NA,1,9,3,35,29,7908,109,12763,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-25","south_west",NA,1,NA,NA,NA,8,3,36,NA,NA,125,10649,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-26","south_west",NA,NA,NA,NA,NA,5,2,37,NA,NA,63,3387,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-27","south_west",NA,1,NA,1,NA,4,2,40,NA,NA,55,2834,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-28","south_west",NA,1,NA,1,NA,4,1,38,NA,NA,156,10520,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-29","south_west",NA,NA,NA,NA,1,9,2,42,NA,NA,129,13353,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-30","south_west",NA,1,NA,1,NA,5,2,35,NA,NA,127,13574,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-01","south_west",1,NA,NA,NA,NA,13,2,36,22,5899,153,12905,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-02","south_west",NA,1,NA,1,NA,14,2,39,NA,NA,157,11730,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-03","south_west",NA,1,NA,1,NA,10,2,50,NA,NA,147,4479,0,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-04","south_west",NA,3,NA,3,NA,15,3,57,NA,NA,167,3745,0,5,50,14471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-05","south_west",NA,NA,NA,NA,NA,20,4,63,NA,NA,239,12554,0,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-06","south_west",1,NA,NA,NA,NA,21,6,64,NA,NA,240,16047,0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-07","south_west",NA,1,NA,1,NA,21,6,70,NA,NA,290,15984,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-08","south_west",1,NA,NA,NA,NA,35,6,69,2,532,347,14970,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-09","south_west",1,NA,1,NA,1,23,4,83,NA,NA,262,12760,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-10","south_west",1,NA,NA,NA,NA,18,5,94,NA,NA,214,4210,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-11","south_west",3,2,NA,2,NA,34,8,99,NA,NA,205,2731,0,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-12","south_west",2,2,NA,2,NA,32,10,110,NA,NA,316,12717,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-13","south_west",NA,2,NA,2,NA,23,11,112,NA,NA,424,15997,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-14","south_west",3,NA,NA,NA,NA,46,15,122,NA,NA,390,15793,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-15","south_west",1,1,NA,1,NA,33,16,127,11,1987,307,13645,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-16","south_west",1,1,2,NA,2,22,17,156,NA,NA,379,12130,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-17","south_west",9,NA,NA,NA,NA,37,20,163,NA,NA,312,4456,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-18","south_west",2,1,1,3,NA,34,21,168,NA,NA,298,3399,0,1,71,16057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-19","south_west",2,NA,1,NA,1,52,19,198,NA,NA,610,14120,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-20","south_west",2,1,NA,NA,NA,43,21,217,NA,NA,634,16876,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-21","south_west",6,1,NA,1,NA,48,19,225,NA,NA,656,16281,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-22","south_west",5,NA,NA,1,NA,36,19,245,67,7862,693,15680,0,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-23","south_west",5,NA,NA,NA,NA,36,21,257,NA,NA,582,13223,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-24","south_west",5,2,NA,2,NA,46,21,264,NA,NA,441,4375,0,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-25","south_west",4,1,NA,1,NA,64,21,271,NA,NA,497,4071,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-26","south_west",7,1,NA,1,1,88,22,310,NA,NA,739,13652,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-27","south_west",8,1,2,1,2,63,30,342,NA,NA,805,16324,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-28","south_west",6,1,1,1,1,69,33,380,NA,NA,845,16546,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-29","south_west",10,2,3,2,2,69,34,401,31,4838,901,15138,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-30","south_west",9,2,1,3,NA,80,33,418,NA,NA,775,13459,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-31","south_west",5,1,3,2,3,99,40,453,NA,NA,528,5081,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-01","south_west",6,1,1,1,1,76,42,461,NA,NA,423,4166,0,56,96,13489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-02","south_west",9,1,4,2,3,91,50,511,NA,NA,1128,15921,0,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-03","south_west",7,1,NA,2,NA,86,57,534,NA,NA,947,18779,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-04","south_west",8,NA,NA,NA,NA,102,60,539,NA,NA,967,17657,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-05","south_west",6,5,2,6,1,105,67,555,6,527,941,17071,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-06","south_west",10,5,1,6,NA,103,60,582,NA,NA,887,15725,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-07","south_west",10,NA,1,NA,2,110,51,629,NA,NA,692,5759,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-08","south_west",10,5,4,5,3,111,57,678,NA,NA,779,5133,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
