"date","region","death3","death_chr","death_comm","ons_death_carehome","ons_death_noncarehome","phe_admissions","phe_occupied_mv_beds","phe_patients","react_positive","react_samples","pillar2_positives_pcr_all_over25","pillar2_negatives_total_pcr_over25","n_symp_delta_variant","n_symp_non_delta_variant","ons_positive","ons_samples","icu","general","admitted","new","all_admission","death2","pillar2_positives_over25","pillar2_negatives_over25","pillar2_positives","pillar2_negatives","positives","negatives","positives_over25","pillar2_positives_pcr_all","pillar2_negatives_total_pcr","pillar2_positives_symp_pcr_only","pillar2_positives_symp_pcr_only_over25","n_delta_variant","n_non_delta_variant"
"2020-11-09","south_west",10,3,3,4,3,109,56,719,NA,NA,1202,17268,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-10","south_west",5,5,NA,5,NA,79,57,765,NA,NA,1092,18700,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-11","south_west",14,2,2,2,1,135,57,797,NA,NA,977,17962,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-12","south_west",16,1,1,1,1,170,58,814,0,142,965,15550,0,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-13","south_west",9,6,1,5,NA,129,58,848,NA,NA,1068,15813,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-14","south_west",10,2,1,1,NA,105,58,891,NA,NA,778,5348,0,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-15","south_west",16,2,NA,1,NA,120,64,930,NA,NA,637,4770,0,2,115,16223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-16","south_west",20,3,NA,2,NA,105,51,896,NA,NA,1119,18237,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-17","south_west",19,2,3,4,3,127,58,891,NA,NA,784,19396,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-18","south_west",23,NA,1,2,1,127,69,990,NA,NA,700,18718,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-19","south_west",15,4,2,4,NA,94,61,1001,57,9588,608,16050,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-20","south_west",24,7,1,7,1,95,65,1008,NA,NA,522,13503,0,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-21","south_west",25,9,2,9,2,103,64,964,NA,NA,425,4980,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-22","south_west",24,6,5,7,4,117,62,986,NA,NA,306,3983,0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-23","south_west",13,4,2,4,2,122,72,1025,NA,NA,580,15622,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-24","south_west",20,5,4,5,5,103,70,1038,NA,NA,484,17659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-25","south_west",23,6,1,5,NA,121,75,1020,NA,NA,496,17441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-26","south_west",15,4,NA,5,NA,101,67,1017,28,5482,409,15776,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-27","south_west",23,7,NA,8,NA,87,66,996,NA,NA,367,13435,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-28","south_west",29,2,NA,2,NA,100,62,899,NA,NA,285,4621,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-29","south_west",19,7,7,7,3,94,64,988,NA,NA,269,3697,0,1,75,15841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-30","south_west",19,8,2,10,1,84,61,1016,NA,NA,483,15687,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-01","south_west",15,9,1,8,1,78,66,971,NA,NA,457,17319,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-02","south_west",15,7,1,9,NA,97,61,926,NA,NA,371,16976,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-03","south_west",13,7,4,9,1,87,58,906,5,1426,364,15672,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-04","south_west",19,6,3,9,2,69,60,905,NA,NA,338,13639,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-05","south_west",15,6,4,7,2,83,57,877,NA,NA,269,4727,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-06","south_west",13,4,NA,4,NA,92,58,887,NA,NA,249,3808,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-07","south_west",16,9,1,11,1,114,54,912,NA,NA,411,15960,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-08","south_west",16,7,NA,10,NA,85,55,907,NA,NA,500,17671,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-09","south_west",21,4,4,4,NA,131,55,913,NA,NA,482,16452,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-10","south_west",22,7,1,9,2,104,53,901,NA,NA,458,16846,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-11","south_west",22,7,2,9,1,103,51,913,NA,NA,461,14483,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-12","south_west",11,3,3,4,1,103,46,843,NA,NA,347,5217,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-13","south_west",17,7,1,9,1,118,53,946,NA,NA,467,4778,0,13,69,15163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-14","south_west",18,6,6,6,3,125,56,1005,NA,NA,744,16984,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-15","south_west",20,10,NA,13,NA,112,57,1005,NA,NA,680,19861,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-16","south_west",8,12,1,11,1,105,58,1021,NA,NA,819,18991,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-17","south_west",25,5,3,6,1,133,54,1025,NA,NA,655,21168,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-18","south_west",12,4,1,8,NA,90,56,1026,NA,NA,740,18293,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-19","south_west",20,6,NA,9,1,91,57,1051,NA,NA,446,7537,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-20","south_west",18,3,2,7,1,106,60,1076,NA,NA,851,9956,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-21","south_west",17,7,2,9,1,112,62,1112,NA,NA,1232,27661,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-22","south_west",11,13,3,13,3,130,56,1102,NA,NA,1178,27797,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-23","south_west",10,7,2,7,2,103,62,1108,NA,NA,1123,25938,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-24","south_west",20,7,2,7,2,91,62,1106,NA,NA,716,12839,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-25","south_west",19,9,2,7,NA,101,58,1031,NA,NA,386,1771,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-26","south_west",23,4,2,4,NA,114,56,1045,NA,NA,1288,6028,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-27","south_west",23,5,2,5,1,113,51,1058,NA,NA,1552,8730,0,40,84,10859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-28","south_west",23,6,4,7,NA,163,59,1103,NA,NA,1669,13705,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-29","south_west",21,11,1,13,NA,148,58,1124,NA,NA,3003,33497,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-30","south_west",18,2,5,6,1,220,67,1166,NA,NA,2259,29049,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-12-31","south_west",23,3,5,7,5,140,75,1177,1,37,1758,17083,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-01","south_west",27,4,2,5,3,173,74,1199,NA,NA,1253,7616,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-02","south_west",21,15,2,18,1,168,79,1236,NA,NA,2176,12737,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-03","south_west",26,7,2,8,2,190,83,1323,NA,NA,1956,9627,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-04","south_west",28,10,7,11,4,272,97,1401,NA,NA,2896,27029,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-05","south_west",28,9,4,12,2,200,98,1414,NA,NA,2698,27007,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-06","south_west",24,14,3,16,2,251,100,1499,NA,NA,2168,23529,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-07","south_west",30,10,8,13,6,243,112,1557,87,8766,1916,25992,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-08","south_west",31,12,4,13,4,249,124,1593,NA,NA,1824,20260,0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-09","south_west",29,12,3,14,1,277,129,1680,NA,NA,1697,10620,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-10","south_west",30,24,6,19,6,279,144,1792,NA,NA,1464,8317,0,15,195,16127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-11","south_west",42,16,2,16,4,288,158,1936,NA,NA,2555,27936,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-12","south_west",50,17,4,19,NA,319,165,1946,NA,NA,2105,25429,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-13","south_west",40,19,8,21,4,347,183,2054,NA,NA,1957,21982,0,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-14","south_west",42,33,9,35,5,326,173,2129,24,5433,1820,25539,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-15","south_west",46,16,9,18,8,272,185,2244,NA,NA,1649,20879,0,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-16","south_west",52,29,4,37,5,247,193,2269,NA,NA,1146,9744,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-17","south_west",42,26,13,34,3,281,193,2249,NA,NA,1099,6923,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-18","south_west",43,24,7,31,5,296,199,2366,NA,NA,1950,26152,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-19","south_west",44,34,12,45,6,285,211,2337,NA,NA,1686,22454,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-20","south_west",64,36,8,38,4,281,212,2347,NA,NA,1394,18989,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-21","south_west",59,21,7,32,2,239,207,2311,11,2098,1388,23366,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-22","south_west",62,34,5,36,4,271,216,2273,NA,NA,1127,19300,0,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-23","south_west",50,34,5,43,3,193,210,2218,NA,NA,804,8720,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-24","south_west",63,29,8,36,3,212,219,2253,NA,NA,606,6062,0,11,183,15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-25","south_west",57,45,8,50,4,208,215,2300,NA,NA,1365,24000,0,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-26","south_west",46,35,7,43,6,207,213,2236,NA,NA,1066,21402,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-27","south_west",47,42,5,44,3,211,201,2094,NA,NA,1131,18220,0,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-28","south_west",51,41,6,45,2,223,196,2031,NA,NA,922,23066,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-29","south_west",40,30,7,35,7,206,199,1989,NA,NA,968,19088,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-30","south_west",40,29,6,40,3,150,196,1941,NA,NA,625,7963,0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-31","south_west",31,28,10,35,5,148,194,1926,NA,NA,561,5886,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-01","south_west",28,23,7,34,4,173,191,1913,NA,NA,901,23108,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-02","south_west",37,29,10,37,6,184,194,1832,NA,NA,799,21735,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-03","south_west",26,29,4,30,4,157,201,1752,NA,NA,769,17120,0,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-04","south_west",35,14,7,19,5,110,195,1640,8,1882,676,21106,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-05","south_west",26,22,8,25,9,149,196,1560,NA,NA,657,17882,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-06","south_west",34,19,5,22,4,124,188,1487,NA,NA,431,7315,0,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-07","south_west",37,17,6,20,6,120,178,1478,NA,NA,430,7226,0,88,127,16244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-08","south_west",32,15,NA,24,4,128,170,1452,NA,NA,672,25853,0,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-09","south_west",27,15,4,17,4,97,160,1368,NA,NA,507,23329,0,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-10","south_west",18,15,11,23,4,110,157,1274,NA,NA,553,21885,0,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-11","south_west",18,10,5,15,4,110,153,1178,19,8811,475,24273,0,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-12","south_west",28,7,3,11,3,96,140,1109,NA,NA,460,20357,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-13","south_west",28,8,4,10,2,71,131,1029,NA,NA,314,9520,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-14","south_west",19,10,3,16,1,89,133,1010,NA,NA,293,6208,0,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-15","south_west",17,8,7,14,3,79,129,1026,NA,NA,456,23095,0,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-16","south_west",7,10,NA,8,1,88,125,966,NA,NA,382,20531,0,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-17","south_west",19,8,5,12,1,96,117,930,NA,NA,395,17164,0,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-18","south_west",18,9,5,15,1,78,115,872,8,5427,461,20641,0,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-19","south_west",19,3,2,4,2,66,107,824,NA,NA,387,17238,0,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-20","south_west",10,6,2,9,NA,38,96,775,NA,NA,274,7757,0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-21","south_west",15,4,NA,7,2,66,98,758,NA,NA,246,5747,0,58,51,15266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-22","south_west",9,9,1,11,1,52,96,743,NA,NA,387,21949,0,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-23","south_west",7,7,3,9,3,61,88,631,NA,NA,291,18781,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-24","south_west",7,5,1,10,NA,56,86,640,NA,NA,257,15842,0,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-25","south_west",11,7,3,14,NA,42,72,610,0,407,220,19228,0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-26","south_west",5,4,3,6,2,37,66,569,NA,NA,201,15709,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-27","south_west",7,5,NA,6,NA,32,60,492,NA,NA,136,5874,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-28","south_west",10,3,1,7,NA,36,64,477,NA,NA,137,4446,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-01","south_west",9,3,2,5,3,36,58,471,NA,NA,233,25268,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-02","south_west",8,3,1,4,2,31,53,436,NA,NA,191,22151,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-03","south_west",3,3,NA,5,2,30,55,405,NA,NA,180,16683,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-04","south_west",2,2,2,3,NA,44,53,378,NA,NA,160,19480,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-05","south_west",2,1,2,2,NA,33,45,325,NA,NA,139,15885,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-06","south_west",2,3,NA,4,1,34,39,304,NA,NA,118,6618,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-07","south_west",2,1,NA,4,1,31,42,297,NA,NA,126,4434,0,15,34,14951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-08","south_west",7,1,NA,2,1,27,42,313,NA,NA,177,20143,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-09","south_west",3,1,2,1,3,32,41,283,NA,NA,182,17395,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-10","south_west",4,3,NA,1,NA,37,41,258,NA,NA,148,14490,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-11","south_west",2,1,NA,2,NA,39,37,259,3,1540,142,18068,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-12","south_west",3,2,1,2,NA,23,35,242,NA,NA,151,15876,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-13","south_west",5,3,1,3,NA,23,33,229,NA,NA,83,5982,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-14","south_west",1,NA,2,NA,1,23,30,235,NA,NA,87,4179,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-15","south_west",2,1,NA,2,1,27,30,232,NA,NA,127,20896,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
